season,week,celebrity_name,ballroom_partner,fan_vote_percent,age,industry_clean,home_state_clean,home_country_clean
2,5,Drew Lachey,Cheryl Burke,0.1121586215528097,29,Singer/Rapper,Ohio,United States
2,5,George Hamilton,Edyta Sliwinska,0.1586162437370548,66,Actor/Actress,Tennessee,United States
2,5,Jerry Rice,Anna Trebunskaya,0.2747313930583076,43,Athlete,Mississippi,United States
2,5,Lisa Rinna,Louis van Amstel,0.1373656965291538,42,Actor/Actress,California,United States
2,5,Stacy Keibler,Tony Dovolani,0.1228636140863179,26,Athlete,Maryland,United States
2,5,Tia Carrere,Maksim Chmerkoskiy,0.1942644310363561,39,Actor/Actress,Hawaii,United States
2,6,Drew Lachey,Cheryl Burke,0.2188053358992111,29,Singer/Rapper,Ohio,United States
2,6,George Hamilton,Edyta Sliwinska,0.1786538086504485,66,Actor/Actress,Tennessee,United States
2,6,Jerry Rice,Anna Trebunskaya,0.309437473548265,43,Athlete,Mississippi,United States
2,6,Lisa Rinna,Louis van Amstel,0.1547187367741325,42,Actor/Actress,California,United States
2,6,Stacy Keibler,Tony Dovolani,0.1383846451279427,26,Athlete,Maryland,United States
2,7,Drew Lachey,Cheryl Burke,0.2539478140239294,29,Singer/Rapper,Ohio,United States
2,7,Jerry Rice,Anna Trebunskaya,0.3591364427276414,43,Athlete,Mississippi,United States
2,7,Lisa Rinna,Louis van Amstel,0.1795682213638207,42,Actor/Actress,California,United States
2,7,Stacy Keibler,Tony Dovolani,0.2073475218846084,26,Athlete,Maryland,United States
2,8,Drew Lachey,Cheryl Burke,0.3095294705015841,29,Singer/Rapper,Ohio,United States
2,8,Jerry Rice,Anna Trebunskaya,0.4377407751375031,43,Athlete,Mississippi,United States
2,8,Stacy Keibler,Tony Dovolani,0.2527297543609129,26,Athlete,Maryland,United States
3,1,Emmitt Smith,Cheryl Burke,0.4754686434974316,37,Athlete,Florida,United States
3,1,Harry Hamlin,Ashly DelGrosso,0.0043788124271916,54,Actor/Actress,California,United States
3,1,Jerry Springer,Kym Johnson,0.0153558492906631,62,TV Personality,Unknown,England
3,1,Joey Lawrence,Edyta Sliwinska,0.0087416675593374,30,Actor/Actress,Pennsylvania,United States
3,1,Mario Lopez,Karina Smirnoff,0.4747207256807775,32,Actor/Actress,California,United States
3,1,Monique Coleman,Louis van Amstel,2.6645317343284207e-06,25,Actor/Actress,South Carolina,United States
3,1,Sara Evans,Tony Dovolani,0.019398233540108,35,Singer/Rapper,Missouri,United States
3,1,Shanna Moakler,Jesse DeSoto,8.533856943587078e-19,31,Model,Rhode Island,United States
3,1,Tucker Carlson,Elena Grinenko,4.454334511373552e-19,37,TV Personality,California,United States
3,1,Vivica A. Fox,Nick Kosovich,2.1243586317137853e-18,42,Actor/Actress,Indiana,United States
3,1,Willa Ford,Maksim Chmerkoskiy,0.0019334034727561,25,Singer/Rapper,Florida,United States
3,2,Emmitt Smith,Cheryl Burke,0.4755098970595676,37,Athlete,Florida,United States
3,2,Harry Hamlin,Ashly DelGrosso,0.0043478260869565,54,Actor/Actress,California,United States
3,2,Jerry Springer,Kym Johnson,0.0153657664403992,62,TV Personality,Unknown,England
3,2,Joey Lawrence,Edyta Sliwinska,0.0087990902355917,30,Actor/Actress,Pennsylvania,United States
3,2,Mario Lopez,Karina Smirnoff,0.474721606643736,32,Actor/Actress,California,United States
3,2,Monique Coleman,Louis van Amstel,1.5370969026997586e-18,25,Actor/Actress,South Carolina,United States
3,2,Sara Evans,Tony Dovolani,0.0193383150214676,35,Singer/Rapper,Missouri,United States
3,2,Shanna Moakler,Jesse DeSoto,0.0,31,Model,Rhode Island,United States
3,2,Vivica A. Fox,Nick Kosovich,1.46416452009842e-18,42,Actor/Actress,Indiana,United States
3,2,Willa Ford,Maksim Chmerkoskiy,0.0019174985122812,25,Singer/Rapper,Florida,United States
3,3,Emmitt Smith,Cheryl Burke,0.47588476274421,37,Athlete,Florida,United States
3,3,Harry Hamlin,Ashly DelGrosso,0.0022055054080819,54,Actor/Actress,California,United States
3,3,Jerry Springer,Kym Johnson,0.0157049406903313,62,TV Personality,Unknown,England
3,3,Joey Lawrence,Edyta Sliwinska,0.0092476258679967,30,Actor/Actress,Pennsylvania,United States
3,3,Mario Lopez,Karina Smirnoff,0.4751998971865211,32,Actor/Actress,California,United States
3,3,Monique Coleman,Louis van Amstel,1.3518645838178633e-18,25,Actor/Actress,South Carolina,United States
3,3,Sara Evans,Tony Dovolani,0.0195517626947767,35,Singer/Rapper,Missouri,United States
3,3,Vivica A. Fox,Nick Kosovich,1.3891340334970526e-19,42,Actor/Actress,Indiana,United States
3,3,Willa Ford,Maksim Chmerkoskiy,0.0022055054080819,25,Singer/Rapper,Florida,United States
3,4,Emmitt Smith,Cheryl Burke,0.4766977926377518,37,Athlete,Florida,United States
3,4,Jerry Springer,Kym Johnson,0.0163065101068695,62,TV Personality,Unknown,England
3,4,Joey Lawrence,Edyta Sliwinska,0.0099862955307877,30,Actor/Actress,Pennsylvania,United States
3,4,Mario Lopez,Karina Smirnoff,0.475911908130074,32,Actor/Actress,California,United States
3,4,Monique Coleman,Louis van Amstel,0.0,25,Actor/Actress,South Carolina,United States
3,4,Sara Evans,Tony Dovolani,0.0202020323173344,35,Singer/Rapper,Missouri,United States
3,4,Vivica A. Fox,Nick Kosovich,5.585123495958043e-19,42,Actor/Actress,Indiana,United States
3,4,Willa Ford,Maksim Chmerkoskiy,0.0008954612771825,25,Singer/Rapper,Florida,United States
3,5,Emmitt Smith,Cheryl Burke,0.4778671433214453,37,Athlete,Florida,United States
3,5,Jerry Springer,Kym Johnson,0.0172272563190652,62,TV Personality,Unknown,England
3,5,Joey Lawrence,Edyta Sliwinska,0.0111800982899491,30,Actor/Actress,Pennsylvania,United States
3,5,Mario Lopez,Karina Smirnoff,0.4771412729966227,32,Actor/Actress,California,United States
3,5,Monique Coleman,Louis van Amstel,9.643437558521095e-06,25,Actor/Actress,South Carolina,United States
3,5,Sara Evans,Tony Dovolani,0.0165745856353591,35,Singer/Rapper,Missouri,United States
3,5,Willa Ford,Maksim Chmerkoskiy,0.0,25,Singer/Rapper,Florida,United States
3,6,Emmitt Smith,Cheryl Burke,0.4839476625693214,37,Athlete,Florida,United States
3,6,Jerry Springer,Kym Johnson,0.0176544917750459,62,TV Personality,Unknown,England
3,6,Joey Lawrence,Edyta Sliwinska,0.0123650678421959,30,Actor/Actress,Pennsylvania,United States
3,6,Mario Lopez,Karina Smirnoff,0.4831769651026421,32,Actor/Actress,California,United States
3,6,Monique Coleman,Louis van Amstel,0.0028558127107945,25,Actor/Actress,South Carolina,United States
3,7,Emmitt Smith,Cheryl Burke,0.4866647546164688,37,Athlete,Florida,United States
3,7,Jerry Springer,Kym Johnson,0.014715066169451,62,TV Personality,Unknown,England
3,7,Joey Lawrence,Edyta Sliwinska,0.0103167565586747,30,Actor/Actress,Pennsylvania,United States
3,7,Mario Lopez,Karina Smirnoff,0.4859030484390762,32,Actor/Actress,California,United States
3,7,Monique Coleman,Louis van Amstel,0.002400374216329,25,Actor/Actress,South Carolina,United States
3,8,Emmitt Smith,Cheryl Burke,0.4923147597923117,37,Athlete,Florida,United States
3,8,Joey Lawrence,Edyta Sliwinska,0.0111891940936121,30,Actor/Actress,Pennsylvania,United States
3,8,Mario Lopez,Karina Smirnoff,0.4916276649708858,32,Actor/Actress,California,United States
3,8,Monique Coleman,Louis van Amstel,0.0048683811431902,25,Actor/Actress,South Carolina,United States
3,9,Emmitt Smith,Cheryl Burke,0.4955590782676146,37,Athlete,Florida,United States
3,9,Joey Lawrence,Edyta Sliwinska,0.0096099509155811,30,Actor/Actress,Pennsylvania,United States
3,9,Mario Lopez,Karina Smirnoff,0.4948309708168043,32,Actor/Actress,California,United States
3,10,Emmitt Smith,Cheryl Burke,0.5003890909462052,37,Athlete,Florida,United States
3,10,Mario Lopez,Karina Smirnoff,0.4996109090537947,32,Actor/Actress,California,United States
4,1,Apolo Anton Ohno,Julianne Hough,0.3111468581285961,24,Athlete,Washington,United States
4,1,Billy Ray Cyrus,Karina Smirnoff,0.0219466039138216,45,Singer/Rapper,Kentucky,United States
4,1,Clyde Drexler,Elena Grinenko,0.0252398403928493,44,Athlete,Louisiana,United States
4,1,Heather Mills,Jonathan Roberts,2.5093242975542125e-10,39,Model,Unknown,England
4,1,Ian Ziering,Cheryl Burke,0.0045734434711964,42,Actor/Actress,New Jersey,United States
4,1,Joey Fatone,Kym Johnson,0.3111468392709974,30,Singer/Rapper,New York,United States
4,1,John Ratzenberger,Edyta Sliwinska,0.0115895768662027,59,Actor/Actress,Connecticut,United States
4,1,Laila Ali,Maksim Chmerkoskiy,0.3111468316508098,29,Athlete,Florida,United States
4,1,Leeza Gibbons,Tony Dovolani,8.322936067153208e-11,50,TV Personality,South Carolina,United States
4,1,Paulina Porizkova,Alec Mazo,1.2130067064173326e-10,41,Model,Unknown,Czechoslovakia
4,1,Shandi Finnessey,Brian Fortuna,0.0032100059921595,28,Beauty Pagent,Missouri,United States
4,2,Apolo Anton Ohno,Julianne Hough,0.3113576548667227,24,Athlete,Washington,United States
4,2,Billy Ray Cyrus,Karina Smirnoff,0.0238172904071177,45,Singer/Rapper,Kentucky,United States
4,2,Clyde Drexler,Elena Grinenko,0.0215616288027186,44,Athlete,Louisiana,United States
4,2,Heather Mills,Jonathan Roberts,0.0004854242924973,39,Model,Unknown,England
4,2,Ian Ziering,Cheryl Burke,0.0041081575192816,42,Actor/Actress,New Jersey,United States
4,2,Joey Fatone,Kym Johnson,0.3113577105171975,30,Singer/Rapper,New York,United States
4,2,John Ratzenberger,Edyta Sliwinska,0.0118727740368993,59,Actor/Actress,Connecticut,United States
4,2,Laila Ali,Maksim Chmerkoskiy,0.3113577268957786,29,Athlete,Florida,United States
4,2,Leeza Gibbons,Tony Dovolani,0.0,50,TV Personality,South Carolina,United States
4,2,Paulina Porizkova,Alec Mazo,6.866011344452938e-12,41,Model,Unknown,Czechoslovakia
4,2,Shandi Finnessey,Brian Fortuna,0.004081632909341,28,Beauty Pagent,Missouri,United States
4,3,Apolo Anton Ohno,Julianne Hough,0.3113569526670124,24,Athlete,Washington,United States
4,3,Billy Ray Cyrus,Karina Smirnoff,0.0248361925352595,45,Singer/Rapper,Kentucky,United States
4,3,Clyde Drexler,Elena Grinenko,0.0238587379145741,44,Athlete,Louisiana,United States
4,3,Heather Mills,Jonathan Roberts,6.484423883444106e-11,39,Model,Unknown,England
4,3,Ian Ziering,Cheryl Burke,0.0033933306820273,42,Actor/Actress,New Jersey,United States
4,3,Joey Fatone,Kym Johnson,0.3113568675831973,30,Singer/Rapper,New York,United States
4,3,John Ratzenberger,Edyta Sliwinska,0.0126182398903761,59,Actor/Actress,Connecticut,United States
4,3,Laila Ali,Maksim Chmerkoskiy,0.3113568397074251,29,Athlete,Florida,United States
4,3,Leeza Gibbons,Tony Dovolani,0.0002998810396553,50,TV Personality,South Carolina,United States
4,3,Shandi Finnessey,Brian Fortuna,0.0009229581473291,28,Beauty Pagent,Missouri,United States
4,4,Apolo Anton Ohno,Julianne Hough,0.3122980024865696,24,Athlete,Washington,United States
4,4,Billy Ray Cyrus,Karina Smirnoff,0.0253576833495276,45,Singer/Rapper,Kentucky,United States
4,4,Clyde Drexler,Elena Grinenko,0.0217026467736547,44,Athlete,Louisiana,United States
4,4,Heather Mills,Jonathan Roberts,3.306528168700601e-13,39,Model,Unknown,England
4,4,Ian Ziering,Cheryl Burke,0.0019809113710315,42,Actor/Actress,New Jersey,United States
4,4,Joey Fatone,Kym Johnson,0.3122981102984626,30,Singer/Rapper,New York,United States
4,4,John Ratzenberger,Edyta Sliwinska,0.0140645067198187,59,Actor/Actress,Connecticut,United States
4,4,Laila Ali,Maksim Chmerkoskiy,0.3122981387581302,29,Athlete,Florida,United States
4,4,Leeza Gibbons,Tony Dovolani,2.4441739725119623e-10,50,TV Personality,South Carolina,United States
4,5,Apolo Anton Ohno,Julianne Hough,0.31229823782894,24,Athlete,Washington,United States
4,5,Billy Ray Cyrus,Karina Smirnoff,0.0280974847865563,45,Singer/Rapper,Kentucky,United States
4,5,Clyde Drexler,Elena Grinenko,0.0176411705593835,44,Athlete,Louisiana,United States
4,5,Heather Mills,Jonathan Roberts,0.0,39,Model,Unknown,England
4,5,Ian Ziering,Cheryl Burke,0.0004733569478798,42,Actor/Actress,New Jersey,United States
4,5,Joey Fatone,Kym Johnson,0.3122981179582005,30,Singer/Rapper,New York,United States
4,5,John Ratzenberger,Edyta Sliwinska,0.0168935423179622,59,Actor/Actress,Connecticut,United States
4,5,Laila Ali,Maksim Chmerkoskiy,0.3122980896085378,29,Athlete,Florida,United States
4,6,Apolo Anton Ohno,Julianne Hough,0.3149953577925042,24,Athlete,Washington,United States
4,6,Billy Ray Cyrus,Karina Smirnoff,0.0309846628890278,45,Singer/Rapper,Kentucky,United States
4,6,Heather Mills,Jonathan Roberts,6.330394552588016e-12,39,Model,Unknown,England
4,6,Ian Ziering,Cheryl Burke,0.0004995888487492,42,Actor/Actress,New Jersey,United States
4,6,Joey Fatone,Kym Johnson,0.3149954808826696,30,Singer/Rapper,New York,United States
4,6,John Ratzenberger,Edyta Sliwinska,0.0235294117684329,59,Actor/Actress,Connecticut,United States
4,6,Laila Ali,Maksim Chmerkoskiy,0.3149954978122948,29,Athlete,Florida,United States
4,7,Apolo Anton Ohno,Julianne Hough,0.3181249169022765,24,Athlete,Washington,United States
4,7,Billy Ray Cyrus,Karina Smirnoff,0.033896156815201,45,Singer/Rapper,Kentucky,United States
4,7,Ian Ziering,Cheryl Burke,0.0004868933862383,42,Actor/Actress,New Jersey,United States
4,7,Joey Fatone,Kym Johnson,0.3181248035242261,30,Singer/Rapper,New York,United States
4,7,John Ratzenberger,Edyta Sliwinska,0.0112424351321459,59,Actor/Actress,Connecticut,United States
4,7,Laila Ali,Maksim Chmerkoskiy,0.3181247942399121,29,Athlete,Florida,United States
4,8,Apolo Anton Ohno,Julianne Hough,0.3223983888260642,24,Athlete,Washington,United States
4,8,Billy Ray Cyrus,Karina Smirnoff,0.0312119783332266,45,Singer/Rapper,Kentucky,United States
4,8,Ian Ziering,Cheryl Burke,0.0015926708772964,42,Actor/Actress,New Jersey,United States
4,8,Joey Fatone,Kym Johnson,0.3223984819707519,30,Singer/Rapper,New York,United States
4,8,Laila Ali,Maksim Chmerkoskiy,0.3223984799926608,29,Athlete,Florida,United States
4,9,Apolo Anton Ohno,Julianne Hough,0.3307432346149705,24,Athlete,Washington,United States
4,9,Ian Ziering,Cheryl Burke,0.0077704150329657,42,Actor/Actress,New Jersey,United States
4,9,Joey Fatone,Kym Johnson,0.3307431739556288,30,Singer/Rapper,New York,United States
4,9,Laila Ali,Maksim Chmerkoskiy,0.3307431763964349,29,Athlete,Florida,United States
4,10,Apolo Anton Ohno,Julianne Hough,0.3333333200406128,24,Athlete,Washington,United States
4,10,Joey Fatone,Kym Johnson,0.3333333417410229,30,Singer/Rapper,New York,United States
4,10,Laila Ali,Maksim Chmerkoskiy,0.3333333382183643,29,Athlete,Florida,United States
5,1,Albert Reed,Anna Trebunskaya,2.546729287691548e-05,22,Model,Florida,United States
5,1,Cameron Mathison,Edyta Sliwinska,0.0,38,Actor/Actress,Unknown,Canada
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,0.0072338043803365,30,Athlete,Michigan,United States
5,1,Helio Castroneves,Julianne Hough,0.3156172313459587,32,Racing Driver,Unknown,Brazil
5,1,Jane Seymour,Tony Dovolani,0.0081362356120441,56,Actor/Actress,Unknown,England
5,1,Jennie Garth,Derek Hough,1.974545178482618e-06,35,Actor/Actress,Illinois,United States
5,1,Josie Maran,Alec Mazo,6.3950987517699695e-19,29,Model,California,United States
5,1,Marie Osmond,Jonathan Roberts,0.3156172419296822,47,Singer/Rapper,Utah,United States
5,1,Mark Cuban,Kym Johnson,0.0126750037146402,49,TV Personality,Pennsylvania,United States
5,1,Mel B,Maksim Chmerkoskiy,0.3156172384659175,32,Singer/Rapper,Unknown,England
5,1,Sabrina Bryan,Mark Ballas,2.2425930735364745e-05,23,Actor/Actress,California,United States
5,1,Wayne Newton,Cheryl Burke,0.0250533767826297,65,Singer/Rapper,Virginia,United States
5,2,Albert Reed,Anna Trebunskaya,2.5063411928565644e-18,22,Model,Florida,United States
5,2,Cameron Mathison,Edyta Sliwinska,0.0,38,Actor/Actress,Unknown,Canada
5,2,Floyd Mayweather Jr. ,Karina Smirnoff,0.0068924915242854,30,Athlete,Michigan,United States
5,2,Helio Castroneves,Julianne Hough,0.3156856483210605,32,Racing Driver,Unknown,Brazil
5,2,Jane Seymour,Tony Dovolani,0.0081190593633221,56,Actor/Actress,Unknown,England
5,2,Jennie Garth,Derek Hough,0.0,35,Actor/Actress,Illinois,United States
5,2,Marie Osmond,Jonathan Roberts,0.3156856187023195,47,Singer/Rapper,Utah,United States
5,2,Mark Cuban,Kym Johnson,0.0127214675817879,49,TV Personality,Pennsylvania,United States
5,2,Mel B,Maksim Chmerkoskiy,0.315685630473611,32,Singer/Rapper,Unknown,England
5,2,Sabrina Bryan,Mark Ballas,4.1490738340993824e-18,23,Actor/Actress,California,United States
5,2,Wayne Newton,Cheryl Burke,0.0252100840336134,65,Singer/Rapper,Virginia,United States
5,3,Cameron Mathison,Edyta Sliwinska,0.0005477285539221,38,Actor/Actress,Unknown,Canada
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,0.0079892361692425,30,Athlete,Michigan,United States
5,3,Helio Castroneves,Julianne Hough,0.3165126434614849,32,Racing Driver,Unknown,Brazil
5,3,Jane Seymour,Tony Dovolani,0.0089457967133163,56,Actor/Actress,Unknown,England
5,3,Jennie Garth,Derek Hough,0.0002413810279442,35,Actor/Actress,Illinois,United States
5,3,Marie Osmond,Jonathan Roberts,0.3165126902248958,47,Singer/Rapper,Utah,United States
5,3,Mark Cuban,Kym Johnson,0.012196313142361,49,TV Personality,Pennsylvania,United States
5,3,Mel B,Maksim Chmerkoskiy,0.3165126732823601,32,Singer/Rapper,Unknown,England
5,3,Sabrina Bryan,Mark Ballas,0.0,23,Actor/Actress,California,United States
5,3,Wayne Newton,Cheryl Burke,0.0205415374244726,65,Singer/Rapper,Virginia,United States
5,4,Cameron Mathison,Edyta Sliwinska,0.0031879356127228,38,Actor/Actress,Unknown,Canada
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,0.0088610033371829,30,Athlete,Michigan,United States
5,4,Helio Castroneves,Julianne Hough,0.3195893379493402,32,Racing Driver,Unknown,Brazil
5,4,Jane Seymour,Tony Dovolani,0.0124278908183331,56,Actor/Actress,Unknown,England
5,4,Jennie Garth,Derek Hough,0.0029322698326797,35,Actor/Actress,Illinois,United States
5,4,Marie Osmond,Jonathan Roberts,0.3195892796899742,47,Singer/Rapper,Utah,United States
5,4,Mark Cuban,Kym Johnson,0.0131345076106871,49,TV Personality,Pennsylvania,United States
5,4,Mel B,Maksim Chmerkoskiy,0.3195893017154907,32,Singer/Rapper,Unknown,England
5,4,Sabrina Bryan,Mark Ballas,0.0006884734335891,23,Actor/Actress,California,United States
5,5,Cameron Mathison,Edyta Sliwinska,0.0045709516252502,38,Actor/Actress,Unknown,Canada
5,5,Helio Castroneves,Julianne Hough,0.32135281201472,32,Racing Driver,Unknown,Brazil
5,5,Jane Seymour,Tony Dovolani,0.0144570528626428,56,Actor/Actress,Unknown,England
5,5,Jennie Garth,Derek Hough,0.0042849765873281,35,Actor/Actress,Illinois,United States
5,5,Marie Osmond,Jonathan Roberts,0.3213528771127559,47,Singer/Rapper,Utah,United States
5,5,Mark Cuban,Kym Johnson,0.0125267572707839,49,TV Personality,Pennsylvania,United States
5,5,Mel B,Maksim Chmerkoskiy,0.3213528539679326,32,Singer/Rapper,Unknown,England
5,5,Sabrina Bryan,Mark Ballas,0.0001017185585861,23,Actor/Actress,California,United States
5,6,Cameron Mathison,Edyta Sliwinska,0.0063483074559901,38,Actor/Actress,Unknown,Canada
5,6,Helio Castroneves,Julianne Hough,0.323645248426992,32,Racing Driver,Unknown,Brazil
5,6,Jane Seymour,Tony Dovolani,0.0166666666666666,56,Actor/Actress,Unknown,England
5,6,Jennie Garth,Derek Hough,0.0060493857613072,35,Actor/Actress,Illinois,United States
5,6,Marie Osmond,Jonathan Roberts,0.3236451839817654,47,Singer/Rapper,Utah,United States
5,6,Mel B,Maksim Chmerkoskiy,0.3236452077072785,32,Singer/Rapper,Unknown,England
5,6,Sabrina Bryan,Mark Ballas,0.0,23,Actor/Actress,California,United States
5,7,Cameron Mathison,Edyta Sliwinska,0.0074820496714232,38,Actor/Actress,Unknown,Canada
5,7,Helio Castroneves,Julianne Hough,0.3249408190343752,32,Racing Driver,Unknown,Brazil
5,7,Jane Seymour,Tony Dovolani,0.0106871778765514,56,Actor/Actress,Unknown,England
5,7,Jennie Garth,Derek Hough,0.0070082184296024,35,Actor/Actress,Illinois,United States
5,7,Marie Osmond,Jonathan Roberts,0.324940877593645,47,Singer/Rapper,Utah,United States
5,7,Mel B,Maksim Chmerkoskiy,0.3249408573944026,32,Singer/Rapper,Unknown,England
5,8,Cameron Mathison,Edyta Sliwinska,0.0059120499907052,38,Actor/Actress,Unknown,Canada
5,8,Helio Castroneves,Julianne Hough,0.3281245646233959,32,Racing Driver,Unknown,Brazil
5,8,Jennie Garth,Derek Hough,0.0097143313595266,35,Actor/Actress,Illinois,United States
5,8,Marie Osmond,Jonathan Roberts,0.3281245187089897,47,Singer/Rapper,Utah,United States
5,8,Mel B,Maksim Chmerkoskiy,0.3281245353173825,32,Singer/Rapper,Unknown,England
5,9,Helio Castroneves,Julianne Hough,0.3303741477729387,32,Racing Driver,Unknown,Brazil
5,9,Jennie Garth,Derek Hough,0.008877506773485,35,Actor/Actress,Illinois,United States
