season,week,celebrity_name,ballroom_partner,judge_total,judge_percent,judge_rank,fan_vote_percent,combined_score,eliminated,method
3,1,Joey Lawrence,Edyta Sliwinska,21.0,0.09905660377358491,5,0.008741667559337463,0.053899135666461186,False,percentage
3,2,Joey Lawrence,Edyta Sliwinska,29.0,0.12608695652173912,1,0.008799090235591734,0.06744302337866542,False,percentage
3,3,Joey Lawrence,Edyta Sliwinska,22.0,0.10628019323671498,4,0.00924762586799678,0.05776390955235588,False,percentage
3,4,Joey Lawrence,Edyta Sliwinska,27.0,0.13636363636363635,3,0.009986295530787717,0.07317496594721204,False,percentage
3,5,Joey Lawrence,Edyta Sliwinska,25.0,0.13812154696132597,5,0.011180098289949104,0.07465082262563753,False,percentage
3,6,Joey Lawrence,Edyta Sliwinska,24.0,0.2033898305084746,3,0.012365067842195902,0.10787744917533525,False,percentage
3,7,Joey Lawrence,Edyta Sliwinska,28.5,0.2111111111111111,1,0.010316756558674763,0.11071393383489293,False,percentage
3,8,Joey Lawrence,Edyta Sliwinska,27.0,0.24770642201834864,2,0.011189194093612163,0.1294478080559804,False,percentage
3,9,Joey Lawrence,Edyta Sliwinska,29.5,0.3333333333333333,1,0.009609950915581103,0.1714716421244572,False,percentage
3,1,Mario Lopez,Karina Smirnoff,26.0,0.12264150943396226,1,0.47472072568077756,0.2986811175573699,False,percentage
3,2,Mario Lopez,Karina Smirnoff,21.0,0.09130434782608696,7,0.474721606643736,0.2830129772349115,False,percentage
3,3,Mario Lopez,Karina Smirnoff,22.0,0.10628019323671498,4,0.47519989718652117,0.29074004521161806,False,percentage
3,4,Mario Lopez,Karina Smirnoff,29.0,0.14646464646464646,1,0.47591190813007406,0.31118827729736026,False,percentage
3,5,Mario Lopez,Karina Smirnoff,27.0,0.14917127071823205,1,0.47714127299662273,0.3131562718574274,False,percentage
3,6,Mario Lopez,Karina Smirnoff,28.0,0.23728813559322035,1,0.48317696510264213,0.3602325503479312,False,percentage
3,7,Mario Lopez,Karina Smirnoff,28.0,0.2074074074074074,3,0.4859030484390762,0.3466552279232418,False,percentage
3,8,Mario Lopez,Karina Smirnoff,28.5,0.26146788990825687,1,0.4916276649708858,0.37654777743957135,False,percentage
3,9,Mario Lopez,Karina Smirnoff,29.5,0.3333333333333333,1,0.4948309708168043,0.4140821520750688,False,percentage
3,10,Mario Lopez,Karina Smirnoff,29.666600000000003,0.5,1,0.49961090905379474,0.4998054545268974,False,percentage
3,1,Emmitt Smith,Cheryl Burke,24.0,0.11320754716981132,2,0.4754686434974316,0.2943380953336215,False,percentage
3,2,Emmitt Smith,Cheryl Burke,24.0,0.10434782608695652,3,0.4755098970595676,0.28992886157326203,False,percentage
3,3,Emmitt Smith,Cheryl Burke,19.0,0.09178743961352658,9,0.47588476274421,0.28383610117886826,False,percentage
3,4,Emmitt Smith,Cheryl Burke,24.0,0.12121212121212122,4,0.4766977926377518,0.2989549569249365,False,percentage
3,5,Emmitt Smith,Cheryl Burke,27.0,0.14917127071823205,1,0.4778671433214453,0.3135192070198387,False,percentage
3,6,Emmitt Smith,Cheryl Burke,25.0,0.211864406779661,2,0.4839476625693214,0.3479060346744912,False,percentage
3,7,Emmitt Smith,Cheryl Burke,28.5,0.2111111111111111,1,0.48666475461646885,0.34888793286379,False,percentage
3,8,Emmitt Smith,Cheryl Burke,27.0,0.24770642201834864,2,0.4923147597923117,0.3700105909053302,False,percentage
3,9,Emmitt Smith,Cheryl Burke,29.5,0.3333333333333333,1,0.4955590782676146,0.414446205800474,False,percentage
3,10,Emmitt Smith,Cheryl Burke,29.666600000000003,0.5,1,0.5003890909462052,0.5001945454731026,False,percentage
3,1,Shanna Moakler,Jesse DeSoto,18.0,0.08490566037735849,7,8.533856943587076e-19,0.04245283018867924,False,percentage
3,2,Shanna Moakler,Jesse DeSoto,22.0,0.09565217391304348,6,0.0,0.04782608695652174,True,percentage
3,1,Willa Ford,Maksim Chmerkoskiy,22.0,0.10377358490566038,3,0.0019334034727561818,0.05285349418920828,False,percentage
3,2,Willa Ford,Maksim Chmerkoskiy,23.0,0.1,5,0.0019174985122812878,0.05095874925614065,False,percentage
3,3,Willa Ford,Maksim Chmerkoskiy,22.0,0.10628019323671498,4,0.0022055054080819592,0.054242849322398465,False,percentage
3,4,Willa Ford,Maksim Chmerkoskiy,28.0,0.1414141414141414,2,0.000895461277182535,0.07115480134566197,False,percentage
3,5,Willa Ford,Maksim Chmerkoskiy,27.0,0.14917127071823205,1,0.0,0.07458563535911603,True,percentage
3,1,Sara Evans,Tony Dovolani,15.0,0.07075471698113207,10,0.01939823354010808,0.04507647526062008,False,percentage
3,2,Sara Evans,Tony Dovolani,21.0,0.09130434782608696,7,0.019338315021467677,0.05532133142377732,False,percentage
3,3,Sara Evans,Tony Dovolani,25.0,0.12077294685990338,3,0.019551762694776712,0.07016235477734005,False,percentage
3,4,Sara Evans,Tony Dovolani,20.0,0.10101010101010101,8,0.0202020323173344,0.060606066663717706,False,percentage
3,5,Sara Evans,Tony Dovolani,24.0,0.13259668508287292,6,0.016574585635359122,0.07458563535911603,False,percentage
3,1,Jerry Springer,Kym Johnson,16.0,0.07547169811320754,9,0.015355849290663175,0.04541377370193536,False,percentage
3,2,Jerry Springer,Kym Johnson,19.0,0.08260869565217391,10,0.015365766440399208,0.04898723104628656,False,percentage
3,3,Jerry Springer,Kym Johnson,21.0,0.10144927536231885,8,0.015704940690331314,0.058577108026325084,False,percentage
3,4,Jerry Springer,Kym Johnson,22.0,0.1111111111111111,7,0.01630651010686955,0.06370881060899033,False,percentage
3,5,Jerry Springer,Kym Johnson,24.0,0.13259668508287292,6,0.01722725631906523,0.07491197070096908,False,percentage
3,6,Jerry Springer,Kym Johnson,18.0,0.15254237288135594,5,0.017654491775045997,0.08509843232820097,False,percentage
3,7,Jerry Springer,Kym Johnson,23.0,0.17037037037037037,5,0.014715066169451051,0.09254271826991071,True,percentage
3,1,Tucker Carlson,Elena Grinenko,12.0,0.05660377358490566,11,4.454334511373552e-19,0.02830188679245283,True,percentage
4,1,John Ratzenberger,Edyta Sliwinska,17.0,0.0825242718446602,8,0.011589576866202753,0.047056924355431476,False,percentage
4,2,John Ratzenberger,Edyta Sliwinska,21.0,0.08571428571428572,6,0.011872774036899372,0.048793529875592545,False,percentage
4,3,John Ratzenberger,Edyta Sliwinska,20.0,0.09174311926605505,9,0.012618239890376172,0.05218067957821561,False,percentage
4,4,John Ratzenberger,Edyta Sliwinska,16.0,0.08421052631578947,7,0.01406450671981877,0.04913751651780412,False,percentage
4,5,John Ratzenberger,Edyta Sliwinska,18.0,0.10227272727272728,6,0.01689354231796229,0.059583134795344786,False,percentage
4,6,John Ratzenberger,Edyta Sliwinska,19.0,0.11176470588235295,7,0.023529411768432904,0.06764705882539293,False,percentage
4,7,John Ratzenberger,Edyta Sliwinska,22.5,0.14563106796116504,5,0.011242435132145952,0.0784367515466555,True,percentage
4,1,Ian Ziering,Cheryl Burke,21.0,0.10194174757281553,3,0.00457344347119649,0.05325759552200601,False,percentage
4,2,Ian Ziering,Cheryl Burke,22.0,0.08979591836734693,5,0.004108157519281644,0.04695203794331429,False,percentage
4,3,Ian Ziering,Cheryl Burke,24.0,0.11009174311926606,1,0.003393330682027319,0.05674253690064669,False,percentage
4,4,Ian Ziering,Cheryl Burke,24.0,0.12631578947368421,3,0.001980911371031524,0.06414835042235786,False,percentage
4,5,Ian Ziering,Cheryl Burke,24.0,0.13636363636363635,4,0.00047335694787980137,0.06841849665575808,False,percentage
4,6,Ian Ziering,Cheryl Burke,24.0,0.1411764705882353,4,0.0004995888487492392,0.07083802971849226,False,percentage
4,7,Ian Ziering,Cheryl Burke,27.0,0.17475728155339806,3,0.0004868933862383246,0.0876220874698182,False,percentage
4,8,Ian Ziering,Cheryl Burke,23.5,0.18725099601593626,4,0.0015926708772964588,0.09442183344661635,False,percentage
4,9,Ian Ziering,Cheryl Burke,29.0,0.24472573839662448,4,0.007770415032965721,0.1262480767147951,True,percentage
4,1,Clyde Drexler,Elena Grinenko,16.0,0.07766990291262135,9,0.025239840392849325,0.05145487165273534,False,percentage
4,2,Clyde Drexler,Elena Grinenko,18.0,0.07346938775510205,11,0.021561628802718672,0.04751550827891036,False,percentage
4,3,Clyde Drexler,Elena Grinenko,16.0,0.07339449541284404,10,0.023858737914574102,0.04862661666370907,False,percentage
4,4,Clyde Drexler,Elena Grinenko,15.0,0.07894736842105263,9,0.02170264677365479,0.050325007597353706,False,percentage
4,5,Clyde Drexler,Elena Grinenko,13.0,0.07386363636363637,8,0.017641170559383555,0.04575240346150996,True,percentage
4,1,Laila Ali,Maksim Chmerkoskiy,23.0,0.11165048543689321,2,0.3111468316508098,0.2113986585438515,False,percentage
4,2,Laila Ali,Maksim Chmerkoskiy,27.0,0.11020408163265306,1,0.3113577268957786,0.21078090426421583,False,percentage
4,3,Laila Ali,Maksim Chmerkoskiy,21.0,0.0963302752293578,6,0.3113568397074251,0.20384355746839145,False,percentage
4,4,Laila Ali,Maksim Chmerkoskiy,21.0,0.11052631578947368,5,0.31229813875813023,0.21141222727380196,False,percentage
4,5,Laila Ali,Maksim Chmerkoskiy,28.0,0.1590909090909091,2,0.31229808960853783,0.23569449934972347,False,percentage
4,6,Laila Ali,Maksim Chmerkoskiy,28.0,0.16470588235294117,1,0.31499549781229486,0.239850690082618,False,percentage
4,7,Laila Ali,Maksim Chmerkoskiy,29.5,0.19093851132686085,1,0.3181247942399121,0.25453165278338646,False,percentage
4,8,Laila Ali,Maksim Chmerkoskiy,26.5,0.21115537848605578,3,0.32239847999266086,0.2667769292393583,False,percentage
4,9,Laila Ali,Maksim Chmerkoskiy,30.0,0.25316455696202533,1,0.3307431763964349,0.2919538666792301,False,percentage
4,10,Laila Ali,Maksim Chmerkoskiy,28.333200000000005,0.3281854310465651,3,0.3333333382183643,0.3307593846324647,False,percentage
4,1,Apolo Anton Ohno,Julianne Hough,21.0,0.10194174757281553,3,0.3111468581285961,0.20654430285070582,False,percentage
4,2,Apolo Anton Ohno,Julianne Hough,26.0,0.10612244897959183,2,0.31135765486672273,0.20874005192315728,False,percentage
4,3,Apolo Anton Ohno,Julianne Hough,23.0,0.10550458715596331,5,0.3113569526670124,0.20843076991148785,False,percentage
4,4,Apolo Anton Ohno,Julianne Hough,26.0,0.1368421052631579,2,0.3122980024865696,0.22457005387486373,False,percentage
4,5,Apolo Anton Ohno,Julianne Hough,30.0,0.17045454545454544,1,0.31229823782894,0.24137639164174274,False,percentage
4,6,Apolo Anton Ohno,Julianne Hough,28.0,0.16470588235294117,1,0.3149953577925042,0.23985062007272268,False,percentage
4,7,Apolo Anton Ohno,Julianne Hough,27.0,0.17475728155339806,3,0.3181249169022765,0.2464410992278373,False,percentage
4,8,Apolo Anton Ohno,Julianne Hough,29.0,0.23107569721115537,1,0.32239838882606425,0.2767370430186098,False,percentage
4,9,Apolo Anton Ohno,Julianne Hough,29.5,0.2489451476793249,3,0.33074323461497057,0.28984419114714777,False,percentage
4,10,Apolo Anton Ohno,Julianne Hough,29.3332,0.33976850076853665,1,0.33333332004061283,0.33655091040457474,False,percentage
4,1,Shandi Finnessey,Brian Fortuna,19.0,0.09223300970873786,5,0.0032100059921595166,0.047721507850448694,False,percentage
4,2,Shandi Finnessey,Brian Fortuna,20.0,0.08163265306122448,10,0.004081632909341023,0.04285714298528275,False,percentage
4,3,Shandi Finnessey,Brian Fortuna,21.0,0.0963302752293578,6,0.0009229581473291355,0.04862661668834347,True,percentage
4,1,Paulina Porizkova,Alec Mazo,19.0,0.09223300970873786,5,1.2130067064173326e-10,0.046116504915019264,False,percentage
4,2,Paulina Porizkova,Alec Mazo,21.0,0.08571428571428572,6,6.8660113444529374e-12,0.04285714286057586,True,percentage
4,1,Heather Mills,Jonathan Roberts,18.0,0.08737864077669903,7,2.509324297554213e-10,0.04368932051381573,False,percentage
4,2,Heather Mills,Jonathan Roberts,24.0,0.09795918367346938,3,0.0004854242924973182,0.04922230398298335,False,percentage
4,3,Heather Mills,Jonathan Roberts,24.0,0.11009174311926606,1,6.484423883444106e-11,0.05504587159205515,False,percentage
4,4,Heather Mills,Jonathan Roberts,23.0,0.12105263157894737,4,3.3065281687006007e-13,0.06052631578963901,False,percentage
4,5,Heather Mills,Jonathan Roberts,21.0,0.11931818181818182,5,0.0,0.05965909090909091,False,percentage
4,6,Heather Mills,Jonathan Roberts,23.0,0.13529411764705881,5,6.330394552588016e-12,0.06764705882669461,True,percentage
4,1,Billy Ray Cyrus,Karina Smirnoff,13.0,0.06310679611650485,11,0.02194660391382164,0.042526700015163246,False,percentage
4,2,Billy Ray Cyrus,Karina Smirnoff,21.0,0.08571428571428572,6,0.023817290407117723,0.05476578806070172,False,percentage
4,3,Billy Ray Cyrus,Karina Smirnoff,21.0,0.0963302752293578,6,0.024836192535259587,0.0605832338823087,False,percentage
4,4,Billy Ray Cyrus,Karina Smirnoff,21.0,0.11052631578947368,5,0.025357683349527687,0.06794199956950069,False,percentage
4,5,Billy Ray Cyrus,Karina Smirnoff,17.0,0.09659090909090909,7,0.028097484786556347,0.06234419693873272,False,percentage
4,6,Billy Ray Cyrus,Karina Smirnoff,21.0,0.12352941176470589,6,0.030984662889027886,0.07725703732686688,False,percentage
4,7,Billy Ray Cyrus,Karina Smirnoff,19.0,0.12297734627831715,6,0.03389615681520106,0.07843675154675911,False,percentage
4,8,Billy Ray Cyrus,Karina Smirnoff,19.0,0.15139442231075698,5,0.031211978333226607,0.0913032003219918,True,percentage
4,1,Joey Fatone,Kym Johnson,24.0,0.11650485436893204,1,0.3111468392709974,0.21382584681996472,False,percentage
4,2,Joey Fatone,Kym Johnson,24.0,0.09795918367346938,3,0.3113577105171975,0.20465844709533346,False,percentage
4,3,Joey Fatone,Kym Johnson,24.0,0.11009174311926606,1,0.31135686758319736,0.2107243053512317,False,percentage
4,4,Joey Fatone,Kym Johnson,28.0,0.14736842105263157,1,0.31229811029846266,0.22983326567554713,False,percentage
4,5,Joey Fatone,Kym Johnson,25.0,0.14204545454545456,3,0.3122981179582005,0.22717178625182755,False,percentage
4,6,Joey Fatone,Kym Johnson,27.0,0.1588235294117647,3,0.3149954808826696,0.23690950514721715,False,percentage
4,7,Joey Fatone,Kym Johnson,29.5,0.19093851132686085,1,0.3181248035242261,0.2545316574255435,False,percentage
4,8,Joey Fatone,Kym Johnson,27.5,0.21912350597609562,2,0.32239848197075194,0.2707609939734238,False,percentage
4,9,Joey Fatone,Kym Johnson,30.0,0.25316455696202533,1,0.33074317395562886,0.29195386545882707,False,percentage
4,10,Joey Fatone,Kym Johnson,28.6665,0.3320460681848982,2,0.3333333417410229,0.3326897049629606,False,percentage
4,1,Leeza Gibbons,Tony Dovolani,15.0,0.07281553398058252,10,8.322936067153208e-11,0.03640776703190594,False,percentage
4,2,Leeza Gibbons,Tony Dovolani,21.0,0.08571428571428572,6,0.0,0.04285714285714286,False,percentage
4,3,Leeza Gibbons,Tony Dovolani,24.0,0.11009174311926606,1,0.0002998810396553814,0.05519581207946072,False,percentage
4,4,Leeza Gibbons,Tony Dovolani,16.0,0.08421052631578947,7,2.4441739725119623e-10,0.04210526328010344,True,percentage
5,1,Cameron Mathison,Edyta Sliwinska,21.0,0.08171206225680934,5,0.0,0.04085603112840467,False,percentage
5,2,Cameron Mathison,Edyta Sliwinska,21.0,0.08823529411764706,5,0.0,0.04411764705882353,False,percentage
5,3,Cameron Mathison,Edyta Sliwinska,23.0,0.09623430962343096,7,0.0005477285539221348,0.04839101908867655,False,percentage
5,4,Cameron Mathison,Edyta Sliwinska,27.0,0.11538461538461539,2,0.0031879356127228267,0.059286275498669105,False,percentage
5,5,Cameron Mathison,Edyta Sliwinska,26.0,0.1306532663316583,3,0.004570951625250241,0.06761210897845427,False,percentage
5,6,Cameron Mathison,Edyta Sliwinska,25.0,0.1388888888888889,4,0.006348307455990179,0.07261859817243954,False,percentage
5,7,Cameron Mathison,Edyta Sliwinska,25.5,0.16346153846153846,5,0.007482049671423299,0.08547179406648088,False,percentage
5,8,Cameron Mathison,Edyta Sliwinska,25.5,0.19391634980988592,3,0.005912049990705287,0.09991419990029561,True,percentage
5,1,Jane Seymour,Tony Dovolani,24.0,0.0933852140077821,3,0.008136235612044143,0.05076072480991312,False,percentage
5,2,Jane Seymour,Tony Dovolani,21.0,0.08823529411764706,5,0.008119059363322167,0.04817717674048461,False,percentage
5,3,Jane Seymour,Tony Dovolani,27.0,0.11297071129707113,1,0.008945796713316375,0.06095825400519375,False,percentage
5,4,Jane Seymour,Tony Dovolani,26.0,0.1111111111111111,5,0.012427890818333164,0.061769500964722134,False,percentage
5,5,Jane Seymour,Tony Dovolani,26.0,0.1306532663316583,3,0.01445705286264289,0.0725551595971506,False,percentage
5,6,Jane Seymour,Tony Dovolani,22.0,0.12222222222222222,7,0.01666666666666666,0.06944444444444443,False,percentage
5,7,Jane Seymour,Tony Dovolani,25.0,0.16025641025641027,6,0.010687177876551483,0.08547179406648088,True,percentage
5,1,Sabrina Bryan,Mark Ballas,26.0,0.10116731517509728,1,2.2425930735364742e-05,0.050594870552916324,False,percentage
5,2,Sabrina Bryan,Mark Ballas,26.0,0.1092436974789916,2,4.1490738340993824e-18,0.0546218487394958,False,percentage
5,3,Sabrina Bryan,Mark Ballas,27.0,0.11297071129707113,1,0.0,0.056485355648535567,False,percentage
5,4,Sabrina Bryan,Mark Ballas,30.0,0.1282051282051282,1,0.0006884734335891281,0.06444680081935866,False,percentage
5,5,Sabrina Bryan,Mark Ballas,28.0,0.1407035175879397,2,0.00010171855858614592,0.07040261807326292,False,percentage
5,6,Sabrina Bryan,Mark Ballas,25.0,0.1388888888888889,4,0.0,0.06944444444444445,True,percentage
5,1,Jennie Garth,Derek Hough,21.0,0.08171206225680934,5,1.974545178482618e-06,0.040857018400993914,False,percentage
5,2,Jennie Garth,Derek Hough,21.0,0.08823529411764706,5,0.0,0.04411764705882353,False,percentage
5,3,Jennie Garth,Derek Hough,26.0,0.1087866108786611,4,0.00024138102794423442,0.05451399595330266,False,percentage
5,4,Jennie Garth,Derek Hough,27.0,0.11538461538461539,2,0.002932269832679727,0.05915844260864756,False,percentage
5,5,Jennie Garth,Derek Hough,25.0,0.12562814070351758,5,0.004284976587328187,0.06495655864542288,False,percentage
5,6,Jennie Garth,Derek Hough,27.0,0.15,3,0.006049385761307233,0.07802469288065361,False,percentage
5,7,Jennie Garth,Derek Hough,26.5,0.16987179487179488,2,0.007008218429602462,0.08844000665069868,False,percentage
5,8,Jennie Garth,Derek Hough,25.0,0.19011406844106463,4,0.00971433135952661,0.09991419990029562,False,percentage
5,9,Jennie Garth,Derek Hough,29.0,0.24786324786324787,3,0.008877506773485021,0.12837037731836645,True,percentage
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,18.0,0.07003891050583658,11,0.00723380438033652,0.03863635744308655,False,percentage
5,2,Floyd Mayweather Jr. ,Karina Smirnoff,21.0,0.08823529411764706,5,0.006892491524285418,0.04756389282096624,False,percentage
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,21.0,0.08786610878661087,8,0.007989236169242561,0.04792767247792672,False,percentage
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,23.0,0.09829059829059829,8,0.008861003337182923,0.05357580081389061,True,percentage
5,1,Josie Maran,Alec Mazo,16.0,0.0622568093385214,12,6.395098751769968e-19,0.0311284046692607,True,percentage
5,1,Albert Reed,Anna Trebunskaya,21.0,0.08171206225680934,5,2.5467292876915478e-05,0.04086876477484313,False,percentage
5,2,Albert Reed,Anna Trebunskaya,21.0,0.08823529411764706,5,2.5063411928565644e-18,0.04411764705882353,True,percentage
5,1,Helio Castroneves,Julianne Hough,25.0,0.09727626459143969,2,0.31561723134595876,0.20644674796869922,False,percentage
5,2,Helio Castroneves,Julianne Hough,27.0,0.1134453781512605,1,0.31568564832106055,0.21456551323616052,False,percentage
5,3,Helio Castroneves,Julianne Hough,24.0,0.100418410041841,6,0.3165126434614849,0.20846552675166294,False,percentage
5,4,Helio Castroneves,Julianne Hough,27.0,0.11538461538461539,2,0.3195893379493402,0.2174869766669778,False,percentage
5,5,Helio Castroneves,Julianne Hough,23.0,0.11557788944723618,6,0.32135281201472005,0.21846535073097811,False,percentage
5,6,Helio Castroneves,Julianne Hough,28.0,0.15555555555555556,2,0.323645248426992,0.23960040199127378,False,percentage
5,7,Helio Castroneves,Julianne Hough,26.0,0.16666666666666666,3,0.3249408190343752,0.24580374285052092,False,percentage
5,8,Helio Castroneves,Julianne Hough,28.5,0.21673003802281368,1,0.3281245646233959,0.2724273013231048,False,percentage
5,9,Helio Castroneves,Julianne Hough,30.0,0.2564102564102564,1,0.3303741477729387,0.29339220209159755,False,percentage
5,10,Helio Castroneves,Julianne Hough,27.999900000000004,0.35294095402801606,2,0.33333333860450887,0.34313714631626246,False,percentage
5,1,Mel B,Maksim Chmerkoskiy,24.0,0.0933852140077821,3,0.3156172384659175,0.2045012262368498,False,percentage
5,2,Mel B,Maksim Chmerkoskiy,23.0,0.09663865546218488,4,0.31568563047361103,0.20616214296789795,False,percentage
5,3,Mel B,Maksim Chmerkoskiy,27.0,0.11297071129707113,1,0.3165126732823601,0.21474169228971562,False,percentage
5,4,Mel B,Maksim Chmerkoskiy,26.0,0.1111111111111111,5,0.3195893017154907,0.2153502064133009,False,percentage
5,5,Mel B,Maksim Chmerkoskiy,29.0,0.1457286432160804,1,0.3213528539679326,0.23354074859200652,False,percentage
5,6,Mel B,Maksim Chmerkoskiy,30.0,0.16666666666666666,1,0.32364520770727856,0.2451559371869726,False,percentage
5,7,Mel B,Maksim Chmerkoskiy,27.0,0.17307692307692307,1,0.3249408573944026,0.24900889023566283,False,percentage
5,8,Mel B,Maksim Chmerkoskiy,28.0,0.21292775665399238,2,0.3281245353173825,0.27052614598568747,False,percentage
5,9,Mel B,Maksim Chmerkoskiy,30.0,0.2564102564102564,1,0.33037416775136086,0.2933922120808086,False,percentage
5,10,Mel B,Maksim Chmerkoskiy,28.333199999999998,0.35714222688890257,1,0.33333333272174664,0.3452377798053246,False,percentage
5,1,Wayne Newton,Cheryl Burke,19.0,0.07392996108949416,10,0.025053376782629797,0.04949166893606198,False,percentage
5,2,Wayne Newton,Cheryl Burke,15.0,0.06302521008403361,11,0.02521008403361345,0.04411764705882353,False,percentage
5,3,Wayne Newton,Cheryl Burke,18.0,0.07531380753138076,10,0.02054153742447268,0.04792767247792672,True,percentage
5,1,Marie Osmond,Jonathan Roberts,21.0,0.08171206225680934,5,0.31561724192968227,0.1986646520932458,False,percentage
5,2,Marie Osmond,Jonathan Roberts,24.0,0.10084033613445378,3,0.31568561870231954,0.20826297741838667,False,percentage
5,3,Marie Osmond,Jonathan Roberts,26.0,0.1087866108786611,4,0.31651269022489587,0.21264965055177848,False,percentage
5,4,Marie Osmond,Jonathan Roberts,26.0,0.1111111111111111,5,0.31958927968997425,0.21535019540054268,False,percentage
5,5,Marie Osmond,Jonathan Roberts,21.0,0.10552763819095477,7,0.3213528771127559,0.21344025765185534,False,percentage
5,6,Marie Osmond,Jonathan Roberts,23.0,0.12777777777777777,6,0.3236451839817654,0.22571148087977158,False,percentage
5,7,Marie Osmond,Jonathan Roberts,26.0,0.16666666666666666,3,0.324940877593645,0.2458037721301558,False,percentage
5,8,Marie Osmond,Jonathan Roberts,24.5,0.18631178707224336,5,0.32812451870898973,0.25721815289061656,False,percentage
5,9,Marie Osmond,Jonathan Roberts,28.0,0.23931623931623933,4,0.3303741777022154,0.28484520850922734,False,percentage
5,10,Marie Osmond,Jonathan Roberts,23.0,0.2899168190830813,3,0.33333332867374454,0.31162507387841293,False,percentage
5,1,Mark Cuban,Kym Johnson,21.0,0.08171206225680934,5,0.012675003714640235,0.04719353298572479,False,percentage
5,2,Mark Cuban,Kym Johnson,18.0,0.07563025210084033,10,0.012721467581787906,0.04417585984131412,False,percentage
5,3,Mark Cuban,Kym Johnson,20.0,0.08368200836820083,9,0.012196313142361085,0.04793916075528096,False,percentage
5,4,Mark Cuban,Kym Johnson,22.0,0.09401709401709402,9,0.01313450761068719,0.0535758008138906,False,percentage
5,5,Mark Cuban,Kym Johnson,21.0,0.10552763819095477,7,0.012526757270783999,0.05902719773086938,True,percentage
6,1,Cristian de la Fuente,Cheryl Burke,21.0,0.08641975308641975,6,0.3293080905933877,0.20786392183990374,False,percentage
6,2,Cristian de la Fuente,Cheryl Burke,20.0,0.07782101167315175,8,0.32931612968088314,0.20356857067701745,False,percentage
6,3,Cristian de la Fuente,Cheryl Burke,25.0,0.10964912280701754,3,0.32937651816691493,0.21951282048696624,False,percentage
6,4,Cristian de la Fuente,Cheryl Burke,26.0,0.11555555555555555,4,0.32941233853490026,0.2224839470452279,False,percentage
6,5,Cristian de la Fuente,Cheryl Burke,23.0,0.11734693877551021,5,0.3294287601965575,0.22338784948603385,False,percentage
6,6,Cristian de la Fuente,Cheryl Burke,27.0,0.15,3,0.3294554955602661,0.23972774778013306,False,percentage
6,7,Cristian de la Fuente,Cheryl Burke,23.0,0.1488673139158576,6,0.32954331970297607,0.23920531680941684,False,percentage
6,8,Cristian de la Fuente,Cheryl Burke,28.5,0.21348314606741572,1,0.3295856035634117,0.2715343748154137,False,percentage
6,9,Cristian de la Fuente,Cheryl Burke,28.0,0.2545454545454545,2,0.33034708692815085,0.2924462707368027,False,percentage
6,10,Cristian de la Fuente,Cheryl Burke,26.0,0.3076923076923077,3,0.3333328388828495,0.3205125732875786,False,percentage
6,1,Steve Guttenberg,Anna Trebunskaya,18.0,0.07407407407407407,8,7.506513797432426e-06,0.03704079029393575,False,percentage
6,2,Steve Guttenberg,Anna Trebunskaya,16.0,0.0622568093385214,11,1.8052770819438517e-05,0.03113743105467042,False,percentage
